hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,stfips_t,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,stfips_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,joined_state_local,from_federal,from_private,analytic_sample
20067982101821,1,2.0,1,4,2,301,3011,1,1,17,16980,0,1.0,1.0,3.0,7,1,47,2.0,1,31,1,1.0,1,1,1,1,2,303,303,303,5,0,16,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,,0.0,2.0,2.0,2.0,,,15482.1076,3802.0966,10,3,1.0,1.0,0,42,18638,1,,,,,,,3821.0925,3980.0,9620.0,-1,,,,,,,11600.0,2015,660,657,0,0,1,1,0,0.0,22.0,13.0,2015,3.0,1,8,2,301,3011,1,17,16980,0,1.0,1.0,3.0,7,1,48,2.0,1,32,1,1.0,1,1,1,2,303,303,303,5,0,7,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1400.0,560.0,2.0,2.0,2.0,,,14743.5963,3609.0696,6,2,1.0,1.0,0,42,33254,1,,,,,,,3669.0937,2880.0,8220.0,-1,,,,,,,11446.0,2016,672,657,1,0,1,0,1,2.5,21.0,6.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,0,1,recruitment
20067982101821,1,2.0,1,4,2,301,3011,1,1,17,16980,0,1.0,1.0,3.0,7,3,55,1.0,2,31,1,1.0,2,1,2,1,2,303,303,303,5,0,16,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,1.0,,1.0,363.0,645.2,2.0,2.0,,,,11295.5472,2703.1506,10,3,1.0,1.0,0,42,18638,2,,,,,,,2753.3924,8680.0,4020.0,-1,,,,,,,11601.0,2015,660,657,0,0,1,1,0,0.0,13.0,46.0,2015,3.0,1,8,2,301,3011,1,17,16980,0,1.0,1.0,3.0,7,3,56,1.0,2,31,1,1.0,1,2,1,2,303,303,303,5,0,7,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,1000.0,250.0,2.0,2.0,,,,12646.3958,3086.4129,6,2,0.0,1.0,0,0,33254,2,,,,,,,3113.1222,8680.0,4020.0,-1,,,,,,,11447.0,2016,672,657,1,0,1,0,1,0.0,13.0,46.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,0,1,recruitment
20067982101821,1,2.0,1,4,2,301,3011,1,1,17,16980,0,1.0,1.0,3.0,7,4,16,,1,37,1,1.0,3,1,3,7,2,57,303,303,1,0,0,2.0,1.0,,25.0,,20.0,,,20.0,,,7.0,4.0,0.0,1,2.0,1.0,1.0,745.0,100.0,2.0,2.0,2.0,,,8282.7825,2832.8406,0,0,1.0,1.0,0,0,18638,3,,,,,,,2681.1655,8680.0,4020.0,-1,,,,,2.0,1.0,11604.0,2015,660,657,0,0,0,0,0,11.0,13.0,46.0,2015,3.0,1,8,2,301,3011,1,17,16980,0,1.0,1.0,3.0,7,4,19,,1,39,1,1.0,1,3,7,2,57,303,303,1,0,0,1.0,1.0,,32.0,,32.0,,,20.0,,,7.0,4.0,0.0,1,2.0,2.0,2.0,,300.0,2.0,2.0,1.0,1.0,2.0,9191.9138,2700.5957,0,0,0.0,,0,0,33254,3,1.0,,,,,,2556.7951,8680.0,4140.0,-1,,,,,2.0,1.0,11450.0,2016,672,657,0,0,0,0,0,12.0,13.0,46.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,0,1,recruitment
33027481109931,1,1.0,4,4,2,301,3011,1,1,17,16980,0,1.0,1.0,,7,1,47,,2,40,1,,1,1,1,5,2,57,57,57,1,0,0,1.0,1.0,,38.0,,38.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1634.61,2.0,2.0,2.0,,,12401.5553,3110.6443,4,1,0.0,,0,0,62961,1,,,4.0,,,,3129.794,6570.0,5000.0,-1,,,,,,,11605.0,2015,660,657,0,0,0,1,0,15.0,17.0,26.0,2015,1.0,4,8,2,301,3011,1,17,16980,0,1.0,1.0,,7,1,48,,2,40,1,,1,1,5,2,57,57,57,1,0,0,1.0,4.0,,,,,,,,8.0,2.0,11.0,4.0,0.0,2,,,,,,,,2.0,,,11126.1089,2945.4926,4,1,,,0,0,43038,1,,,3.0,,,,2877.0883,9090.0,4350.0,-1,,,,,,,11452.0,2016,672,657,0,0,0,1,0,14.0,15.0,48.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,0,1,recruitment
33027481109931,1,1.0,4,4,2,301,3011,1,1,17,16980,0,1.0,1.0,,7,4,17,,2,36,1,,2,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,16.0,,16.0,,,20.0,,,7.0,4.0,0.0,1,2.0,,1.0,1000.0,160.0,2.0,2.0,1.0,1.0,1.0,11579.1282,3445.5218,0,0,0.0,0.0,0,0,62961,2,,,,,,,3440.1877,8470.0,4600.0,-1,,,,,1.0,,11606.0,2015,660,657,0,0,0,0,0,10.0,15.0,43.0,2015,1.0,4,8,2,301,3011,1,17,16980,0,1.0,1.0,,7,4,17,,2,37,1,,1,3,7,2,57,57,57,1,0,0,2.0,7.0,,,,,,,,,,1.0,4.0,0.0,2,,,,,,,,1.0,1.0,1.0,11704.1227,2920.4492,0,0,,,0,0,43038,2,,,,,,,2912.4115,8680.0,4150.0,-1,,,,,1.0,,11453.0,2016,672,657,0,0,0,0,0,11.0,13.0,46.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,0,1,recruitment
71694140101202,1,2.0,1,4,2,301,3011,1,1,17,16980,0,1.0,1.0,2.0,7,3,60,1.0,2,44,1,,2,1,2,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,653.0,2.0,2.0,,,,12181.7522,3126.7411,0,0,1.0,,0,42,30900,2,,,,,,,3070.607,6990.0,3255.0,-1,,,,,,,11612.0,2015,660,657,0,0,0,0,0,,10.0,33.0,2015,1.0,1,8,2,301,3011,1,17,16980,0,1.0,1.0,2.0,7,3,61,1.0,2,44,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1730.0,2.0,2.0,,,,11100.8184,2852.5166,0,0,1.0,,0,0,33120,2,,,,,,,2784.2269,6990.0,3255.0,-1,,,,,,,11456.0,2016,672,657,0,0,0,0,0,,10.0,33.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,0,1,recruitment
77245301341107,1,1.0,1,4,2,301,3011,1,1,17,16980,0,1.0,1.0,1.0,7,1,66,2.0,1,39,1,,1,1,1,1,2,154,154,154,4,21,17,1.0,1.0,,50.0,,50.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,400.0,2.0,2.0,,,,14029.3885,3467.2457,0,0,0.0,,0,0,28490,1,1.0,,,,,,3328.2562,6190.0,9140.0,-1,,,,,,,11616.0,2015,660,657,0,0,0,0,0,12.0,22.0,23.0,2015,1.0,1,8,2,301,3011,1,17,16980,0,1.0,1.0,1.0,7,1,68,2.0,1,39,1,,1,1,1,2,154,154,154,4,21,17,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,740.0,2.0,2.0,,,,12310.901,3248.953,0,0,1.0,,0,0,62354,1,1.0,,,,,,3178.4249,6190.0,9140.0,-1,,,,,,,11457.0,2016,672,657,0,0,0,0,0,12.0,22.0,23.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,0,1,recruitment
77245301341107,1,1.0,1,4,2,301,3011,1,1,17,16980,0,1.0,1.0,1.0,7,3,63,1.0,2,39,1,,2,1,2,1,2,154,154,154,4,21,17,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12039.3431,2956.2877,0,0,,,0,0,28490,2,1.0,,,,,,3016.1652,,,-1,,,,,,,11617.0,2015,660,657,0,0,0,0,0,12.0,,,2015,1.0,1,8,2,301,3011,1,17,16980,0,1.0,1.0,1.0,7,3,63,1.0,2,39,1,,1,2,1,2,154,154,154,4,21,17,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12317.7469,3001.7764,0,0,,,0,0,62354,2,1.0,,,,,,3083.1635,,,-1,,,,,,,11458.0,2016,672,657,0,0,0,0,0,12.0,,,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,0,0,recruitment
77245301341107,1,1.0,1,4,2,301,3011,1,1,17,16980,0,1.0,1.0,1.0,7,4,19,,1,39,1,,4,1,3,7,2,57,329,329,1,0,0,,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,12313.1085,2916.3884,0,0,,,0,0,28490,4,1.0,,,,,,2903.1018,,,-1,1.0,,,,2.0,1.0,11618.0,2015,660,657,0,0,0,0,0,12.0,,,2015,1.0,1,8,2,301,3011,1,17,16980,0,1.0,1.0,1.0,7,4,20,,1,39,1,,1,3,7,2,57,57,57,1,0,0,,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,11655.5192,3092.3222,0,0,,,0,0,62354,4,1.0,,,,,,3085.3349,,,-1,1.0,,,,2.0,1.0,11459.0,2016,672,657,0,0,0,0,0,12.0,,,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,0,0,recruitment
77245301341107,1,1.0,1,4,2,301,3011,1,1,17,16980,0,1.0,1.0,1.0,7,4,19,,1,39,1,,6,1,3,7,2,57,329,329,1,0,0,,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,12313.1085,2916.3884,0,0,,,0,0,28490,6,1.0,,,,,,2903.1018,,,-1,1.0,,,,2.0,1.0,11619.0,2015,660,657,0,0,0,0,0,12.0,,,2015,1.0,1,8,2,301,3011,1,17,16980,0,1.0,1.0,1.0,7,4,21,,1,39,1,,1,3,7,2,57,57,57,1,0,0,,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,11655.5192,3092.3222,0,0,,,0,0,62354,6,1.0,,,,,,3085.3349,,,-1,1.0,,,,2.0,1.0,11462.0,2016,672,657,0,0,0,0,0,12.0,,,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,0,0,recruitment
77245301341107,1,1.0,1,4,2,301,3011,1,1,17,16980,0,1.0,1.0,1.0,7,4,19,,2,39,1,,3,1,3,7,2,57,329,329,1,0,0,,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,13982.3588,3445.5218,0,0,,,0,0,28490,3,1.0,,,,,,3427.5007,,,-1,,,,,2.0,1.0,11620.0,2015,660,657,0,0,0,0,0,12.0,,,2015,1.0,1,8,2,301,3011,1,17,16980,0,1.0,1.0,1.0,7,4,20,,2,39,1,,1,3,7,2,57,57,57,1,0,0,,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,12959.3943,3126.5744,0,0,,,0,0,62354,3,1.0,,,,,,3140.61,,,-1,,,,,2.0,1.0,11460.0,2016,672,657,0,0,0,0,0,12.0,,,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,0,0,recruitment
77245301341107,1,1.0,1,4,2,301,3011,1,1,17,16980,0,1.0,1.0,1.0,7,4,19,,2,39,1,,5,1,3,7,2,57,329,329,1,0,0,,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,13982.3588,3445.5218,0,0,,,0,0,28490,5,1.0,,,,,,3427.5007,,,-1,,,,,2.0,1.0,11621.0,2015,660,657,0,0,0,0,0,12.0,,,2015,1.0,1,8,2,301,3011,1,17,16980,0,1.0,1.0,1.0,7,4,20,,2,39,1,,1,3,7,2,57,57,57,1,0,0,,7.0,,,,,,,,,,1.0,,,2,,,,,,,,1.0,1.0,2.0,12959.3943,3126.5744,0,0,,,0,0,62354,5,1.0,,,,,,3140.61,,,-1,,,,,2.0,1.0,11461.0,2016,672,657,0,0,0,0,0,12.0,,,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,0,0,recruitment
102160410042791,1,1.0,1,4,2,301,3011,1,1,17,16980,0,1.0,1.0,2.0,7,1,68,2.0,1,42,4,,1,1,1,1,2,212,212,212,4,0,18,1.0,1.0,,35.0,,35.0,,,,,,2.0,6.0,0.0,2,,,,,,,,,,,16867.5758,4244.6312,0,0,,,0,0,49081,1,,,4.0,,,,4280.4631,9070.0,4710.0,-1,,,,,,,11628.0,2015,660,657,0,0,0,0,0,15.0,16.0,48.0,2015,1.0,1,8,2,301,3011,1,17,16980,0,1.0,1.0,2.0,7,1,69,2.0,1,42,4,,1,1,1,2,212,212,212,4,0,18,1.0,1.0,,30.0,,30.0,,,21.0,,,7.0,6.0,0.0,2,,,,,,,,,,,12736.0312,3050.4303,0,0,,,0,0,50677,1,,,3.0,,,,3062.4478,9070.0,430.0,-1,,,,,,,11468.0,2016,672,657,0,0,0,0,0,14.0,1.0,48.0,2016,MIS4_to_MIS8,illinois,1,2015-2016,0,0,1,recruitment
